move_const	move_name	type	category	power	accuracy	pp	priority	effect	target	flags	description	source_file	source_line	confidence
MOVE_OCEANIC_OPERETTA	Oceanic Operetta	TYPE_WATER	SPECIAL	195	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	21105	Measured
MOVE_SPLINTERED_STORMSHARDS	Splintered Stormshards	TYPE_ROCK	PHYSICAL	190	0	1	0	EFFECT_HIT_SET_REMOVE_TERRAIN	SELECTED	NONE	NONE	src/data/moves_info.h	21119	Measured
MOVE_LETS_SNUGGLE_FOREVER	Let's Snuggle Forever	TYPE_FAIRY	PHYSICAL	190	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	21134	Measured
MOVE_CLANGOROUS_SOULBLAZE	Clangorous Soulblaze	TYPE_DRAGON	SPECIAL	185	0	1	0	EFFECT_HIT	BOTH	soundMove	NONE	src/data/moves_info.h	21148	Measured
MOVE_GUARDIAN_OF_ALOLA	Guardian of Alola	TYPE_FAIRY	SPECIAL	1	0	1	0	EFFECT_GUARDIAN_OF_ALOLA	SELECTED	NONE	NONE	src/data/moves_info.h	21169	Measured
MOVE_SEARING_SUNRAZE_SMASH	Searing Sunraze Smash	TYPE_STEEL	PHYSICAL	200	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	21183	Measured
MOVE_MENACING_MOONRAZE_MAELSTROM	Menacing Moonraze Maelstrom	TYPE_GHOST	SPECIAL	200	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	21198	Measured
MOVE_LIGHT_THAT_BURNS_THE_SKY	Light That Burns The Sky	TYPE_PSYCHIC	SPECIAL	200	0	1	0	EFFECT_PHOTON_GEYSER	SELECTED	NONE	NONE	src/data/moves_info.h	21213	Measured
MOVE_SOUL_STEALING_7_STAR_STRIKE	Soul Stealing 7 Star Strike	TYPE_GHOST	PHYSICAL	195	0	1	0	EFFECT_HIT	SELECTED	NONE	NONE	src/data/moves_info.h	21228	Measured
MOVE_MAX_GUARD	Max Guard	TYPE_NORMAL	STATUS	0	0	10	4	EFFECT_PROTECT	USER	NONE	NONE	src/data/moves_info.h	21242	Measured
MOVE_MAX_FLARE	Max Flare	TYPE_FIRE	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21257	Measured
MOVE_MAX_FLUTTERBY	Max Flutterby	TYPE_BUG	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21273	Measured
MOVE_MAX_LIGHTNING	Max Lightning	TYPE_ELECTRIC	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21289	Measured
MOVE_MAX_STRIKE	Max Strike	TYPE_NORMAL	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21305	Measured
MOVE_MAX_KNUCKLE	Max Knuckle	TYPE_FIGHTING	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21321	Measured
MOVE_MAX_PHANTASM	Max Phantasm	TYPE_GHOST	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21337	Measured
MOVE_MAX_HAILSTORM	Max Hailstorm	TYPE_ICE	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21353	Measured
MOVE_MAX_OOZE	Max Ooze	TYPE_POISON	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21369	Measured
MOVE_MAX_GEYSER	Max Geyser	TYPE_WATER	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21385	Measured
MOVE_MAX_AIRSTREAM	Max Airstream	TYPE_FLYING	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21401	Measured
MOVE_MAX_STARFALL	Max Starfall	TYPE_FAIRY	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21417	Measured
MOVE_MAX_WYRMWIND	Max Wyrmwind	TYPE_DRAGON	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21433	Measured
MOVE_MAX_MINDSTORM	Max Mindstorm	TYPE_PSYCHIC	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21449	Measured
MOVE_MAX_ROCKFALL	Max Rockfall	TYPE_ROCK	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21465	Measured
MOVE_MAX_QUAKE	Max Quake	TYPE_GROUND	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21481	Measured
MOVE_MAX_DARKNESS	Max Darkness	TYPE_DARK	PHYSICAL	1	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21498	Measured
MOVE_MAX_OVERGROWTH	Max Overgrowth	TYPE_GRASS	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21514	Measured
MOVE_MAX_STEELSPIKE	Max Steelspike	TYPE_STEEL	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21530	Measured
MOVE_G_MAX_VINE_LASH	G-Max Vine Lash	TYPE_GRASS	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21546	Measured
MOVE_G_MAX_WILDFIRE	G-Max Wildfire	TYPE_FIRE	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21562	Measured
MOVE_G_MAX_CANNONADE	G-Max Canonade	TYPE_WATER	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21578	Measured
MOVE_G_MAX_BEFUDDLE	G-Max Befuddle	TYPE_BUG	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21594	Measured
MOVE_G_MAX_VOLT_CRASH	G-Max Volt Crash	TYPE_ELECTRIC	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21610	Measured
MOVE_G_MAX_GOLD_RUSH	G-Max Gold Rush	TYPE_NORMAL	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21626	Measured
MOVE_G_MAX_CHI_STRIKE	G-Max Chi Strike	TYPE_FIGHTING	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21642	Measured
MOVE_G_MAX_TERROR	G-Max Terror	TYPE_GHOST	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21658	Measured
MOVE_G_MAX_FOAM_BURST	G-Max Foam Burst	TYPE_WATER	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21674	Measured
MOVE_G_MAX_RESONANCE	G-Max Resonance	TYPE_ICE	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21690	Measured
MOVE_G_MAX_CUDDLE	G-Max Cuddle	TYPE_NORMAL	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21706	Measured
MOVE_G_MAX_REPLENISH	G-Max Replenish	TYPE_NORMAL	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21722	Measured
MOVE_G_MAX_MALODOR	G-Max Malodor	TYPE_POISON	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21738	Measured
MOVE_G_MAX_MELTDOWN	G-Max Meltdown	TYPE_STEEL	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21754	Measured
MOVE_G_MAX_DRUM_SOLO	G-Max Drum Solo	TYPE_GRASS	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21770	Measured
MOVE_G_MAX_FIREBALL	G-Max Fireball	TYPE_FIRE	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21787	Measured
MOVE_G_MAX_HYDROSNIPE	G-Max Hydrosnipe	TYPE_WATER	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21804	Measured
MOVE_G_MAX_WIND_RAGE	G-Max Wind Rage	TYPE_FLYING	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21821	Measured
MOVE_G_MAX_GRAVITAS	G-Max Gravitas	TYPE_PSYCHIC	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21837	Measured
MOVE_G_MAX_STONESURGE	G-Max Stonesurge	TYPE_WATER	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21853	Measured
MOVE_G_MAX_VOLCALITH	G-Max Volcalith	TYPE_ROCK	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21869	Measured
MOVE_G_MAX_TARTNESS	G-Max Tartness	TYPE_GRASS	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21885	Measured
MOVE_G_MAX_SWEETNESS	G-Max Sweetness	TYPE_GRASS	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21901	Measured
MOVE_G_MAX_SANDBLAST	G-Max Sandblast	TYPE_GROUND	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21917	Measured
MOVE_G_MAX_STUN_SHOCK	G-Max Stun Shock	TYPE_ELECTRIC	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21933	Measured
MOVE_G_MAX_CENTIFERNO	G-Max Centiferno	TYPE_FIRE	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21949	Measured
MOVE_G_MAX_SMITE	G-Max Smite	TYPE_FAIRY	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21965	Measured
MOVE_G_MAX_SNOOZE	G-Max Snooze	TYPE_DARK	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21981	Measured
MOVE_G_MAX_FINALE	G-Max Finale	TYPE_FAIRY	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	21998	Measured
MOVE_G_MAX_STEELSURGE	G-Max Steelsurge	TYPE_STEEL	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	22014	Measured
MOVE_G_MAX_DEPLETION	G-Max Depletion	TYPE_DRAGON	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	22030	Measured
MOVE_G_MAX_ONE_BLOW	G-Max One Blow	TYPE_DARK	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	22046	Measured
MOVE_G_MAX_RAPID_FLOW	G-Max Rapid Flow	TYPE_WATER	PHYSICAL	10	0	10	0	EFFECT_MAX_MOVE	SELECTED	NONE	NONE	src/data/moves_info.h	22062	Measured
