species_const	species_name	checkpoint	primary_role	hybrid_role	top3	ceiling_fit	floor_fit	replacement_fit	vorp	tier	investment_delta	S	T	Y	F	track	ability	nature	item	item_reliable	moves	bst	earliest_cp	availability_confidence	entry_reason	matrix_score	confidence	item_dependence	unreliable_best_item	cant_miss
SPECIES_SLITHER_WING	Slither Wing	15	wallbreaker_phys	priority_abuser	wallbreaker_phys:0.8743;priority_abuser:0.8743;revenge_killer:0.7459	0.8743	0.8269	0.925	-0.0507	D	0.0474	0.96	1.0	1.0	0.711	physical	ABILITY_PROTOSYNTHESIS	Careful	ITEM_BLACK_BELT	TRUE	Superpower,First Impression,Flare Blitz,Close Combat	570	15	Asserted	wild	0.5625	Derived	0.015	ITEM_CHOICE_BAND	FALSE
SPECIES_UNFEZANT	Unfezant	15	wallbreaker_phys	NA	wallbreaker_phys:0.874;revenge_killer:0.7773;tank:0.6404	0.874	0.6265	0.925	-0.051	D	0.2475	0.892	0.817	1.0	0.844	physical	ABILITY_FRISK	Jolly	ITEM_BLACK_GLASSES	TRUE	Sky Attack,Slash,Night Slash,Brave Bird	503	15	Derived	evolution:EVO_LEVEL@28:from SPECIES_TRANQUILL	0.6458	Derived	0.0145	ITEM_CHOICE_BAND	FALSE
SPECIES_TYRANITAR	Tyranitar	15	wallbreaker_phys	NA	wallbreaker_phys:0.8738;tank:0.7126	0.8738	0.7698	0.925	-0.0512	D	0.104	0.958	1.0	1.0	0.711	physical	ABILITY_SAND_STREAM	Adamant	ITEM_BLACK_BELT	TRUE	Stone Edge,Foul Play,Focus Punch,Crunch	600	9	Derived	evolution:EVO_LEVEL@55:from SPECIES_PUPITAR	0.5625	Derived	0.015	ITEM_CHOICE_BAND	FALSE
SPECIES_GOGOAT	Gogoat	15	wallbreaker_phys	NA	wallbreaker_phys:0.8738;tank:0.7698	0.8738	0.8101	0.925	-0.0512	D	0.0637	0.785	1.0	1.0	0.819	physical	ABILITY_SAP_SIPPER	Adamant	ITEM_BLACK_BELT	TRUE	Leaf Blade,Double-Edge,Superpower,Seed Bomb	523	12	Derived	evolution:EVO_LEVEL@28:from SPECIES_SKIDDO	0.625	Derived	0.0246	ITEM_CHOICE_BAND	FALSE
SPECIES_GYARADOS	Gyarados	15	wallbreaker_phys	NA	wallbreaker_phys:0.8735;tank:0.7583	0.8735	0.6373	0.925	-0.0515	D	0.2362	0.93	0.817	1.0	0.819	physical	ABILITY_INTIMIDATE	Careful	ITEM_CHOICE_BAND	FALSE	Aqua Tail,Bounce,Thrash,Aqua Fang	540	3	Asserted	wild	0.625	Derived	0.0	NA	FALSE
SPECIES_GREAT_TUSK	Great Tusk	15	wallbreaker_phys	NA	wallbreaker_phys:0.8726;tank:0.7087;revenge_killer:0.6392	0.8726	0.809	0.925	-0.0524	D	0.0636	0.954	1.0	1.0	0.711	physical	ABILITY_PROTOSYNTHESIS	Impish	ITEM_BLACK_BELT	TRUE	Close Combat,Earthquake,Giga Impact,Dig	570	15	Asserted	wild	0.5208	Derived	0.0433	ITEM_CHOICE_BAND	FALSE
SPECIES_PAWMOT	Pawmot	15	wallbreaker_phys	NA	wallbreaker_phys:0.8723;revenge_killer:0.7345;tank:0.4753	0.8723	0.5903	0.925	-0.0527	D	0.282	0.892	1.0	1.0	0.748	physical	ABILITY_VOLT_ABSORB	Jolly	ITEM_CHOICE_BAND	FALSE	Close Combat,Double Shock,Play Rough,Supercell Slam	490	5	Derived	evolution:EVO_LEVEL@32:from SPECIES_PAWMO	0.5833	Derived	0.0	NA	FALSE
SPECIES_TALONFLAME	Talonflame	15	wallbreaker_phys	NA	wallbreaker_phys:0.8721;revenge_killer:0.804;tank:0.6882	0.8721	0.6382	0.925	-0.0529	D	0.2339	0.738	1.0	1.0	0.844	physical	ABILITY_FLAME_BODY	Jolly	ITEM_CHARCOAL	TRUE	Brave Bird,Flare Blitz,Steel Wing,Fly	509	7	Derived	evolution:EVO_LEVEL@35:from SPECIES_FLETCHINDER	0.6458	Derived	0.0145	ITEM_CHOICE_BAND	FALSE
SPECIES_LILLIGANT_HISUI	Lilligant-Hisui	15	wallbreaker_phys	NA	wallbreaker_phys:0.8717;revenge_killer:0.7487;tank:0.5152	0.8717	0.5829	0.925	-0.0533	D	0.2888	0.833	1.0	1.0	0.784	physical	ABILITY_CHLOROPHYLL	Jolly	ITEM_LIFE_ORB	FALSE	Focus Punch,Solar Blade,Stone Edge,Close Combat	480	11	Derived	evolution:EVO_ITEM:ITEM_LEAF_STONE	0.6042	Derived	0.0	NA	FALSE
SPECIES_BAXCALIBUR	Baxcalibur	15	wallbreaker_phys	NA	wallbreaker_phys:0.8716;tank:0.7258;revenge_killer:0.6684	0.8716	0.7258	0.925	-0.0534	D	0.1458	0.979	0.817	1.0	0.784	physical	ABILITY_THERMAL_EXCHANGE	Adamant	ITEM_DRAGON_FANG	TRUE	Glaive Rush,Icicle Crash,Earthquake,Dragon Claw	600	9	Derived	evolution:EVO_LEVEL@54:from SPECIES_ARCTIBAX	0.6042	Derived	0.0242	ITEM_CHOICE_BAND	FALSE
SPECIES_SWAMPERT	Swampert	15	wallbreaker_phys	NA	wallbreaker_phys:0.8705;tank:0.75	0.8705	0.7731	0.925	-0.0545	D	0.0974	0.866	1.0	0.938	0.784	physical	ABILITY_TORRENT	Adamant	ITEM_BLACK_BELT	TRUE	Earthquake,Liquidation,Focus Punch,High Horsepower	535	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_MARSHTOMP	0.6042	Derived	0.0323	ITEM_CHOICE_BAND	FALSE
SPECIES_URSARING	Ursaring	15	wallbreaker_phys	NA	wallbreaker_phys:0.87;tank:0.6315	0.87	0.7199	0.925	-0.055	D	0.1501	0.943	1.0	1.0	0.711	physical	ABILITY_GUTS	Adamant	ITEM_BLACK_BELT	TRUE	Thrash,Focus Punch,Gunk Shot,Body Slam	500	4	Asserted	wild	0.5625	Derived	0.0292	ITEM_CHOICE_BAND	FALSE
SPECIES_KINGLER	Kingler	15	wallbreaker_phys	NA	wallbreaker_phys:0.87;tank:0.6045	0.87	0.7382	0.925	-0.055	D	0.1318	0.943	1.0	1.0	0.711	physical	ABILITY_HYPER_CUTTER	Careful	ITEM_LIFE_ORB	FALSE	Crabhammer,Close Combat,Ice Hammer,Liquidation	475	1	Asserted	wild	0.5625	Derived	0.0	NA	FALSE
SPECIES_MAMOSWINE	Mamoswine	15	wallbreaker_phys	NA	wallbreaker_phys:0.87;tank:0.6499	0.87	0.7293	0.925	-0.055	D	0.1407	0.943	1.0	1.0	0.711	physical	ABILITY_OBLIVIOUS	Adamant	ITEM_CHOICE_BAND	FALSE	Earthquake,Icicle Crash,Thrash,High Horsepower	530	4	Inferred	evolution:EVO_MOVE:MOVE_ANCIENT_POWER:from SPECIES_PILOSWINE	0.5625	Derived	0.0	NA	FALSE
SPECIES_ARCANINE_HISUI	Arcanine-Hisui	15	wallbreaker_phys	NA	wallbreaker_phys:0.8669;tank:0.6568;revenge_killer:0.6402	0.8669	0.7894	0.925	-0.0581	D	0.0775	0.93	1.0	1.0	0.711	physical	ABILITY_INTIMIDATE	Adamant	ITEM_CHARCOAL	TRUE	Head Smash,Flare Blitz,Headlong Rush,Stone Edge	555	7	Derived	evolution:EVO_ITEM:ITEM_FIRE_STONE	0.5625	Derived	0.0432	ITEM_CHOICE_BAND	FALSE
SPECIES_RAMPARDOS	Rampardos	15	wallbreaker_phys	NA	wallbreaker_phys:0.8665;tank:0.5511	0.8665	0.7929	0.925	-0.0585	D	0.0736	0.996	1.0	1.0	0.669	physical	ABILITY_MOLD_BREAKER	Jolly	ITEM_BLACK_BELT	TRUE	Head Smash,Focus Punch,Supercell Slam,Stone Edge	495	19	Derived	evolution:EVO_LEVEL@30:from SPECIES_CRANIDOS	0.5417	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_EMBOAR	Emboar	15	wallbreaker_phys	NA	wallbreaker_phys:0.8659;tank:0.6046	0.8659	0.7619	0.925	-0.0591	D	0.104	0.927	1.0	1.0	0.711	physical	ABILITY_BLAZE	Adamant	ITEM_BLACK_BELT	TRUE	Focus Punch,Flare Blitz,Head Smash,Close Combat	528	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_PIGNITE	0.5625	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_INFERNAPE	Infernape	15	wallbreaker_phys	NA	wallbreaker_phys:0.8657;revenge_killer:0.746;tank:0.5254	0.8657	0.6331	0.925	-0.0593	D	0.2326	0.866	1.0	1.0	0.748	physical	ABILITY_BLAZE	Jolly	ITEM_BLACK_BELT	TRUE	Focus Punch,Flare Blitz,Gunk Shot,Close Combat	551	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_MONFERNO	0.5833	Derived	0.0282	ITEM_CHOICE_BAND	FALSE
SPECIES_TAUROS_PALDEA_AQUA	Tauros-Paldea-Aqua	15	wallbreaker_phys	NA	wallbreaker_phys:0.8657;revenge_killer:0.6928;tank:0.5852	0.8657	0.7466	0.925	-0.0593	D	0.1191	0.866	1.0	1.0	0.748	physical	ABILITY_INTIMIDATE	Jolly	ITEM_LIFE_ORB	FALSE	Wave Crash,Close Combat,Thrash,Liquidation	520	3	Asserted	wild	0.5729	Derived	0.0	NA	FALSE
SPECIES_STAKATAKA	Stakataka	15	wallbreaker_phys	tank	wallbreaker_phys:0.8652;tank:0.8544	0.8652	0.8544	0.925	-0.0598	D	0.0108	0.954	0.817	1.0	0.784	physical	ABILITY_BEAST_BOOST	Adamant	ITEM_HARD_STONE	TRUE	Stone Edge,Iron Head,Double-Edge,Rock Slide	570	15	Asserted	wild	0.5938	Derived	0.0323	ITEM_CHOICE_BAND	FALSE
SPECIES_DUSCLOPS	Dusclops	15	wallbreaker_phys	NA	wallbreaker_phys:0.8639	0.8639	0.4077	0.925	-0.0611	D	0.4562	0.485	1.0	1.0	0.981	physical	ABILITY_PRESSURE	Adamant	ITEM_WEAKNESS_POLICY	TRUE	Poltergeist,Focus Punch,Earthquake,Shadow Punch	455	7	Derived	evolution:EVO_LEVEL@37:from SPECIES_DUSKULL	1.0	Derived	0.0	NA	FALSE
SPECIES_CENTISKORCH	Centiskorch	15	wallbreaker_phys	NA	wallbreaker_phys:0.8638;tank:0.7617	0.8638	0.7617	0.925	-0.0612	D	0.1021	0.892	0.817	1.0	0.819	physical	ABILITY_FLASH_FIRE	Adamant	ITEM_CHARCOAL	TRUE	Flare Blitz,X-Scissor,Power Whip,Fire Lash	525	7	Derived	evolution:EVO_LEVEL@28:from SPECIES_SIZZLIPEDE	0.6146	Derived	0.0102	ITEM_CHOICE_BAND	FALSE
SPECIES_SANDACONDA	Sandaconda	15	wallbreaker_phys	NA	wallbreaker_phys:0.8634;tank:0.7036	0.8634	0.7036	0.925	-0.0616	D	0.1598	0.856	1.0	1.0	0.748	physical	ABILITY_SAND_SPIT	Adamant	ITEM_LIFE_ORB	FALSE	Earthquake,Last Resort,Stone Edge,High Horsepower	510	11	Derived	evolution:EVO_LEVEL@36:from SPECIES_SILICOBRA	0.5833	Derived	0.0	NA	FALSE
SPECIES_DONPHAN	Donphan	15	wallbreaker_phys	NA	wallbreaker_phys:0.8613;tank:0.737	0.8613	0.7709	0.925	-0.0637	D	0.0904	0.908	1.0	1.0	0.711	physical	ABILITY_STURDY	Adamant	ITEM_HARD_STONE	TRUE	Earthquake,Giga Impact,Head Smash,High Horsepower	500	3	Derived	evolution:EVO_LEVEL@25:from SPECIES_PHANPY	0.5625	Derived	0.0292	ITEM_CHOICE_BAND	FALSE
SPECIES_TREVENANT	Trevenant	15	wallbreaker_phys	NA	wallbreaker_phys:0.8613;tank:0.7072	0.8613	0.6072	0.925	-0.0637	D	0.2541	0.908	1.0	1.0	0.711	physical	ABILITY_NATURAL_CURE	Jolly	ITEM_MIRACLE_SEED	TRUE	Wood Hammer,Poltergeist,Earthquake,Phantom Force	490	4	Asserted	wild	0.5625	Derived	0.0292	ITEM_CHOICE_BAND	FALSE
SPECIES_BEARTIC	Beartic	15	wallbreaker_phys	NA	wallbreaker_phys:0.8605;tank:0.5669	0.8605	0.6474	0.925	-0.0645	D	0.2131	0.972	1.0	1.0	0.669	physical	ABILITY_SLUSH_RUSH	Jolly	ITEM_LIFE_ORB	FALSE	Focus Punch,Ice Hammer,Thrash,Superpower	515	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_CUBCHOO	0.5417	Derived	0.0	NA	FALSE
SPECIES_FRAXURE	Fraxure	15	wallbreaker_phys	NA	wallbreaker_phys:0.8604;tank:0.5706	0.8604	0.5872	0.925	-0.0646	D	0.2732	0.904	1.0	1.0	0.711	physical	ABILITY_RIVALRY	Adamant	ITEM_CHOICE_BAND	FALSE	Outrage,Giga Impact,Superpower,Dragon Claw	410	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_AXEW	0.5625	Derived	0.0	NA	FALSE
SPECIES_TAUROS	Tauros	15	wallbreaker_phys	NA	wallbreaker_phys:0.8597;revenge_killer:0.7545;tank:0.5922	0.8597	0.5922	0.925	-0.0653	D	0.2675	0.785	1.0	1.0	0.784	physical	ABILITY_INTIMIDATE	Jolly	ITEM_BLACK_BELT	TRUE	Giga Impact,Close Combat,Flare Blitz,Thrash	520	7	Asserted	wild	0.6042	Derived	0.0387	ITEM_CHOICE_BAND	FALSE
SPECIES_SUDOWOODO	Sudowoodo	15	wallbreaker_phys	NA	wallbreaker_phys:0.8597;tank:0.6581	0.8597	0.753	0.925	-0.0653	D	0.1067	0.785	1.0	1.0	0.784	physical	ABILITY_STURDY	Adamant	ITEM_BLACK_BELT	TRUE	Head Smash,Explosion,Focus Punch,Stone Edge	430	7	Inferred	evolution:EVO_MOVE:MOVE_MIMIC:from SPECIES_BONSLY	0.6042	Derived	0.0	ITEM_CHOICE_BAND	FALSE
SPECIES_CAMERUPT	Camerupt	15	wallbreaker_phys	NA	wallbreaker_phys:0.8597;tank:0.6812	0.8597	0.7827	0.925	-0.0653	D	0.077	0.785	1.0	1.0	0.784	physical	ABILITY_MAGMA_ARMOR	Adamant	ITEM_CHARCOAL	TRUE	Flare Blitz,Earthquake,Explosion,High Horsepower	480	6	Derived	evolution:EVO_LEVEL@33:from SPECIES_NUMEL	0.6042	Derived	0.0237	ITEM_CHOICE_SPECS	FALSE
SPECIES_KLINKLANG	Klinklang	15	wallbreaker_phys	tank	wallbreaker_phys:0.8597;tank:0.8248;revenge_killer:0.6694	0.8597	0.8248	0.925	-0.0653	D	0.0349	0.785	1.0	1.0	0.784	physical	ABILITY_CLEAR_BODY	Adamant	ITEM_BLACK_BELT	TRUE	Gear Grind,Volt Tackle,Superpower,Wild Charge	520	9	Derived	evolution:EVO_LEVEL@49:from SPECIES_KLANG	0.5938	Derived	0.0387	ITEM_CHOICE_BAND	FALSE
SPECIES_SOLROCK	Solrock	15	wallbreaker_phys	NA	wallbreaker_phys:0.8592;tank:0.7228;revenge_killer:0.6936	0.8592	0.7735	0.925	-0.0658	D	0.0857	0.833	0.817	1.0	0.844	physical	ABILITY_LEVITATE	Jolly	ITEM_LIFE_ORB	FALSE	Stone Edge,Zen Headbutt,Explosion,Rock Slide	490	7	Asserted	wild	0.6354	Derived	0.0	NA	FALSE
SPECIES_SIMISEAR	Simisear	15	wallbreaker_phys	NA	wallbreaker_phys:0.8581;revenge_killer:0.7248;tank:0.6294	0.8581	0.6294	0.925	-0.0669	D	0.2287	0.778	1.0	1.0	0.784	physical	ABILITY_GLUTTONY	Jolly	ITEM_BLACK_BELT	TRUE	Flare Blitz,Focus Punch,Gunk Shot,Fire Punch	498	1	Derived	evolution:EVO_ITEM:ITEM_FIRE_STONE	0.6042	Derived	0.0242	ITEM_CHOICE_BAND	FALSE
SPECIES_SIRFETCHD	Sirfetch'd	15	wallbreaker_phys	NA	wallbreaker_phys:0.8574;tank:0.6207	0.8574	0.6207	0.925	-0.0676	D	0.2367	0.96	1.0	1.0	0.669	physical	ABILITY_SHARPNESS	Adamant	ITEM_BLACK_BELT	TRUE	Meteor Assault,Solar Blade,Brave Bird,Close Combat	527	4	Derived	evolution:EVO_LEVEL@30:from SPECIES_FARFETCHD_GALAR	0.5417	Derived	0.0319	ITEM_CHOICE_BAND	FALSE
SPECIES_DREDNAW	Drednaw	15	wallbreaker_phys	NA	wallbreaker_phys:0.8573;tank:0.6611	0.8573	0.64	0.925	-0.0677	D	0.2173	0.892	1.0	1.0	0.711	physical	ABILITY_STRONG_JAW	Careful	ITEM_BLACK_BELT	TRUE	Head Smash,Liquidation,Superpower,Stone Edge	485	3	Derived	evolution:EVO_LEVEL@22:from SPECIES_CHEWTLE	0.5625	Derived	0.0432	ITEM_CHOICE_BAND	FALSE
SPECIES_FLAMIGO	Flamigo	15	wallbreaker_phys	NA	wallbreaker_phys:0.8573;revenge_killer:0.6402;tank:0.6355	0.8573	0.7025	0.925	-0.0677	D	0.1548	0.892	1.0	1.0	0.711	physical	ABILITY_SCRAPPY	Jolly	ITEM_BLACK_BELT	TRUE	Sky Attack,Close Combat,Mega Kick,Brave Bird	520	7	Asserted	wild	0.5625	Derived	0.015	ITEM_CHOICE_BAND	FALSE
SPECIES_GARBODOR	Garbodor	15	wallbreaker_phys	NA	wallbreaker_phys:0.8573;tank:0.6515	0.8573	0.6515	0.925	-0.0677	D	0.2058	0.892	1.0	1.0	0.711	physical	ABILITY_STENCH	Adamant	ITEM_LIFE_ORB	FALSE	Gunk Shot,Explosion,Superpower,Poison Jab	479	6	Derived	evolution:EVO_LEVEL@28:from SPECIES_TRUBBISH	0.5625	Derived	0.0	NA	FALSE
SPECIES_SANDSLASH_ALOLA	Sandslash-Alola	15	wallbreaker_phys	NA	wallbreaker_phys:0.8572;tank:0.7984	0.8572	0.7748	0.925	-0.0678	D	0.0824	0.866	0.817	1.0	0.819	physical	ABILITY_SLUSH_RUSH	Careful	ITEM_CHOICE_BAND	FALSE	Iron Tail,Icicle Crash,Focus Punch,Iron Head	460	5	Derived	evolution:EVO_ITEM:ITEM_ICE_STONE	0.6146	Derived	0.0	NA	FALSE
SPECIES_ELECTIVIRE	Electivire	15	wallbreaker_phys	NA	wallbreaker_phys:0.8566;revenge_killer:0.6515;tank:0.5329	0.8566	0.5947	0.925	-0.0684	D	0.2619	0.927	1.0	0.938	0.711	physical	ABILITY_MOTOR_DRIVE	Jolly	ITEM_LIFE_ORB	FALSE	Focus Punch,Supercell Slam,Earthquake,Close Combat	540	13	Derived	evolution:EVO_ITEM:ITEM_LINKING_CORD	0.5625	Derived	0.0	NA	FALSE
SPECIES_HIPPOWDON	Hippowdon	15	wallbreaker_phys	NA	wallbreaker_phys:0.8562;tank:0.7627	0.8562	0.9146	0.925	-0.0688	D	-0.0584	0.888	1.0	1.0	0.711	physical	ABILITY_SAND_STREAM	Adamant	ITEM_BLACK_BELT	TRUE	Earthquake,Double-Edge,Superpower,High Horsepower	525	4	Asserted	wild	0.5625	Derived	0.0615	ITEM_CHOICE_BAND	FALSE
SPECIES_DARMANITAN_GALAR_STANDARD	Darmanitan-Galar-Standard	15	wallbreaker_phys	NA	wallbreaker_phys:0.8557;revenge_killer:0.6759;tank:0.5763	0.8557	0.6963	0.925	-0.0693	D	0.1594	0.972	0.817	1.0	0.748	physical	ABILITY_GORILLA_TACTICS	Jolly	ITEM_CHOICE_BAND	FALSE	Icicle Crash,Focus Punch,Thrash,Ice Punch	480	7	Derived	evolution:EVO_ITEM:ITEM_ICE_STONE	0.5833	Derived	0.0	NA	FALSE
SPECIES_ABSOL	Absol	15	wallbreaker_phys	NA	wallbreaker_phys:0.8531	0.8531	0.0	0.925	-0.0719	D	0.8531	0.943	1.0	1.0	0.669	physical	ABILITY_PRESSURE	Adamant	ITEM_CHOICE_BAND	FALSE	Foul Play,Close Combat,Megahorn,Night Slash	465	7	Asserted	wild	0.5417	Derived	0.0	NA	FALSE
SPECIES_DODRIO	Dodrio	15	wallbreaker_phys	NA	wallbreaker_phys:0.8506;revenge_killer:0.7253	0.8506	0.5712	0.925	-0.0744	D	0.2794	0.866	1.0	1.0	0.711	physical	ABILITY_ROCK_HEAD	Jolly	ITEM_BLACK_BELT	TRUE	Double-Edge,Brave Bird,Jump Kick,Thrash	470	7	Derived	evolution:EVO_LEVEL@31:from SPECIES_DODUO	0.5625	Derived	0.0433	ITEM_CHOICE_BAND	FALSE
SPECIES_TAUROS_PALDEA_BLAZE	Tauros-Paldea-Blaze	15	wallbreaker_phys	NA	wallbreaker_phys:0.8506;revenge_killer:0.6778;tank:0.604	0.8506	0.7731	0.925	-0.0744	D	0.0775	0.866	1.0	1.0	0.711	physical	ABILITY_INTIMIDATE	Jolly	ITEM_BLACK_BELT	TRUE	Flare Blitz,Close Combat,Thrash,Body Press	520	7	Asserted	wild	0.5521	Derived	0.0293	ITEM_CHOICE_BAND	FALSE
SPECIES_BEWEAR	Bewear	15	wallbreaker_phys	NA	wallbreaker_phys:0.85;tank:0.6049	0.85	0.6049	0.925	-0.075	D	0.2451	0.93	1.0	1.0	0.669	physical	ABILITY_FLUFFY	Adamant	ITEM_BLACK_BELT	TRUE	Focus Punch,Thrash,Earthquake,Double-Edge	500	4	Derived	evolution:EVO_LEVEL@27:from SPECIES_STUFFUL	0.5417	Derived	0.0169	ITEM_CHOICE_BAND	FALSE
SPECIES_MIENSHAO	Mienshao	15	wallbreaker_phys	NA	wallbreaker_phys:0.85;revenge_killer:0.7026	0.85	0.497	0.925	-0.075	D	0.353	0.93	1.0	1.0	0.669	physical	ABILITY_INNER_FOCUS	Jolly	ITEM_CHOICE_BAND	FALSE	Focus Punch,Stone Edge,Bounce,High Jump Kick	510	4	Derived	evolution:EVO_LEVEL@28:from SPECIES_MIENFOO	0.5417	Derived	0.0	NA	FALSE
SPECIES_CARRACOSTA	Carracosta	15	wallbreaker_phys	NA	wallbreaker_phys:0.8492;tank:0.6654	0.8492	0.6216	0.925	-0.0758	D	0.2276	0.86	1.0	1.0	0.711	physical	ABILITY_SOLID_ROCK	Careful	ITEM_CHOICE_BAND	FALSE	Wave Crash,Stone Edge,Superpower,Liquidation	495	19	Derived	evolution:EVO_LEVEL@34:from SPECIES_TIRTOUGA	0.5625	Derived	0.0	NA	FALSE
SPECIES_HAWLUCHA	Hawlucha	15	wallbreaker_phys	NA	wallbreaker_phys:0.8482;revenge_killer:0.7651;tank:0.5241	0.8482	0.5541	0.925	-0.0768	D	0.2941	0.739	1.0	1.0	0.784	physical	ABILITY_LIMBER	Jolly	ITEM_CHOICE_BAND	FALSE	Focus Punch,Sky Attack,Stone Edge,High Jump Kick	500	11	Asserted	wild	0.6042	Derived	0.0	NA	FALSE
SPECIES_ZEBSTRIKA	Zebstrika	15	wallbreaker_phys	NA	wallbreaker_phys:0.8455;revenge_killer:0.7495;tank:0.5857	0.8455	0.7401	0.925	-0.0795	D	0.1054	0.785	1.0	1.0	0.748	physical	ABILITY_LIGHTNING_ROD	Jolly	ITEM_BLACK_BELT	TRUE	Bolt Strike,Flare Blitz,Rock Smash,Supercell Slam	497	4	Derived	evolution:EVO_LEVEL@27:from SPECIES_BLITZLE	0.5833	Derived	0.0	NA	FALSE
SPECIES_WATCHOG	Watchog	15	wallbreaker_phys	NA	wallbreaker_phys:0.8455;tank:0.6022	0.8455	0.5717	0.925	-0.0795	D	0.2738	0.785	1.0	1.0	0.748	physical	ABILITY_ANALYTIC	Careful	ITEM_LIFE_ORB	FALSE	Mega Kick,Focus Punch,Gunk Shot,Body Slam	460	3	Derived	evolution:EVO_LEVEL@16:from SPECIES_PATRAT	0.5833	Derived	0.0	NA	FALSE
SPECIES_BISHARP	Bisharp	15	wallbreaker_phys	NA	wallbreaker_phys:0.8452;tank:0.7664	0.8452	0.7628	0.925	-0.0798	D	0.0824	0.93	0.817	1.0	0.748	physical	ABILITY_DEFIANT	Adamant	ITEM_CHOICE_BAND	FALSE	Foul Play,Iron Head,Stone Edge,Cut	490	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_PAWNIARD	0.5521	Derived	0.0	NA	FALSE
SPECIES_CONKELDURR	Conkeldurr	15	wallbreaker_phys	NA	wallbreaker_phys:0.8451;tank:0.6362	0.8451	0.6362	0.925	-0.0799	D	0.2089	0.972	1.0	1.0	0.63	physical	ABILITY_GUTS	Adamant	ITEM_CHOICE_BAND	FALSE	Focus Punch,Stone Edge,Earthquake,Superpower	505	3	Inferred	evolution:EVO_TRADE:0:from SPECIES_GURDURR	0.5208	Derived	0.0	NA	FALSE
SPECIES_QUAQUAVAL	Quaquaval	15	wallbreaker_phys	NA	wallbreaker_phys:0.8445;tank:0.5805	0.8445	0.5805	0.925	-0.0805	D	0.264	0.908	1.0	1.0	0.669	physical	ABILITY_TORRENT	Adamant	ITEM_BLACK_BELT	TRUE	Focus Punch,Wave Crash,Brave Bird,Close Combat	530	7	Derived	evolution:EVO_LEVEL@36:from SPECIES_QUAXWELL	0.5417	Derived	0.0168	ITEM_CHOICE_BAND	FALSE
SPECIES_ILLUMISE	Illumise	15	wallbreaker_phys	NA	wallbreaker_phys:0.8441;revenge_killer:0.7456;tank:0.6999	0.8441	0.6763	0.925	-0.0809	D	0.1678	0.715	0.817	1.0	0.88	physical	ABILITY_OBLIVIOUS	Jolly	ITEM_LIFE_ORB	FALSE	Play Rough,Lunge,Focus Punch,U-turn	482	6	Asserted	wild	0.6875	Derived	0.0	NA	FALSE
SPECIES_PARASECT	Parasect	15	wallbreaker_phys	NA	wallbreaker_phys:0.8432;tank:0.7538	0.8432	0.7038	0.925	-0.0818	D	0.1394	0.866	0.817	1.0	0.784	physical	ABILITY_EFFECT_SPORE	Adamant	ITEM_CHOICE_BAND	FALSE	Sappy Seed,Leech Life,Crabhammer,Seed Bomb	460	3	Derived	evolution:EVO_LEVEL@23:from SPECIES_PARAS	0.6042	Derived	0.0	NA	FALSE
SPECIES_EELEKTROSS	Eelektross	15	wallbreaker_phys	NA	wallbreaker_phys:0.8424;tank:0.6941	0.8424	0.7623	0.925	-0.0826	D	0.0801	0.833	1.0	1.0	0.711	physical	ABILITY_LEVITATE	Jolly	ITEM_BLACK_BELT	TRUE	Supercell Slam,Focus Punch,Thrash,Wild Charge	515	11	Derived	evolution:EVO_ITEM:ITEM_THUNDER_STONE	0.5625	Derived	0.0532	ITEM_CHOICE_SPECS	FALSE
SPECIES_SHINX	Shinx	15	wallbreaker_phys	NA	wallbreaker_phys:0.8422	0.8422	0.0	0.925	-0.0828	D	0.8422	0.424	1.0	1.0	0.965	physical	ABILITY_RIVALRY	Adamant	ITEM_FAIRY_FEATHER	TRUE	Wild Charge,Iron Tail,Play Rough,Spark	263	1	Measured	starter:game_start	1.0	Derived	0.0	NA	FALSE
SPECIES_CRABOMINABLE	Crabominable	15	wallbreaker_phys	NA	wallbreaker_phys:0.8408;tank:0.563	0.8408	0.563	0.925	-0.0842	D	0.2778	0.955	1.0	1.0	0.63	physical	ABILITY_HYPER_CUTTER	Adamant	ITEM_LIFE_ORB	FALSE	Focus Punch,Ice Hammer,Gigaton Hammer,Close Combat	478	4	Derived	evolution:EVO_LEVEL@30:from SPECIES_CRABRAWLER	0.5208	Derived	0.0	NA	FALSE
SPECIES_LYCANROC_MIDNIGHT	Lycanroc-Midnight	15	wallbreaker_phys	NA	wallbreaker_phys:0.8404;tank:0.5984	0.8404	0.7528	0.925	-0.0846	D	0.0876	0.892	1.0	1.0	0.669	physical	ABILITY_FRISK	Adamant	ITEM_BLACK_BELT	TRUE	Head Smash,Focus Punch,Precipice Blades,Stone Edge	487	6	Derived	evolution:EVO_LEVEL_NIGHT@25:from SPECIES_ROCKRUFF	0.5417	Derived	0.0319	ITEM_CHOICE_BAND	FALSE
